Fecha_Hora,IdOferta,FalloHabilidad,FalloPerfil,FalloCalificacion,IdRecursoTI,IdMotor,StatusMotor
2023-09-09 10:59:14.921161-05:00,2,False,False,False,3,1,Normal
2023-09-09 11:01:22.350900-05:00,2,False,False,False,3,1,Normal
